TIMESTAMP,RECORD,SOUSA_PB_6.837202S_38.293447O_244m,Vel_Avg,Vel_Max,Vel_Min,Vel_Std,Temp_Avg,Temp_Max,Temp_Min,Temp_Std,UR_Avg,UR_Max,UR_Min,UR_Std,GHI1_Avg,GHI1_Max,GHI1_Min,GHI1_Std,GHI2_Avg,GHI2_Max,GHI2_Min,GHI2_Std,GHI3_Avg,GHI3_Max,GHI3_Min,GHI3_Std,GRI_Avg,GRI_Max,GRI_Min,GRI_Std,ALB1_Avg,ALB1_Max,ALB1_Min,ALB1_Std,ALB2_Avg,ALB2_Max,ALB2_Min,ALB2_Std,ALB3_Avg,ALB3_Max,ALB3_Min,ALB3_Std,Cell_Isc_Avg,Cell_Isc_Max,Cell_Isc_Min,Cell_Isc_Std,Cell_Temp_Avg,Cell_Temp_Max,Cell_Temp_Min,Cell_Temp_Std,BattV_Min,PTemp_C,Prec_Tot
2024-07-04 00:00:00,1250354,1,1.634,2.047,1.247,0.4,25.79,25.82,25.76,0.012,66.65,66.75,66.54,0.051,-2.446923,-2.416786,-2.472306,0.01322909,-2.425744,-2.400217,-2.448014,0.01056409,0.0,0.0,0.0,0.0,0.06109881,0.08592834,0.02253036,0.01679145,-0.02506677,-0.009267187,-0.03493798,0.006781335,-0.02529709,-0.009311983,-0.03530091,0.00686703,NAN,INF,INF,NAN,0.0001293175,0.0001301965,0.0001284131,3.399758e-07,26.38382,26.42638,26.32034,0.01950723,12.6,26.36,0.0
2024-07-04 00:01:00,1250355,1,0.346,2.047,0.0,0.582,25.76,25.8,25.72,0.017,66.81,66.88,66.73,0.039,-2.426485,-2.41119,-2.450145,0.008336938,-2.423632,-2.396934,-2.458509,0.01493926,0.0,0.0,0.0,0.0,-0.006331493,0.06174529,-0.05108521,0.03403792,0.00219123,0.02097724,-0.02542232,0.01434791,0.002139966,0.02087633,-0.02563875,0.01438975,NAN,INF,-INF,NAN,0.000129101,0.0001299417,0.0001281583,3.955017e-07,26.34696,26.4175,26.29213,0.02938491,12.61,26.34,0.0
2024-07-04 00:02:00,1250356,1,1.183,2.047,0.0,0.735,25.7,25.75,25.65,0.024,66.94,67.04,66.73,0.09,-2.470004,-2.443529,-2.500838,0.01229612,-2.487145,-2.449854,-2.522416,0.01938267,0.0,0.0,0.0,0.0,-0.03847184,0.01817464,-0.0936482,0.03210476,0.01528806,0.03778341,-0.007375996,0.01307255,0.01514487,0.0376092,-0.007418664,0.01295695,NAN,INF,-INF,NAN,0.0001290585,0.0001296869,0.0001281583,3.646693e-07,26.28826,26.32922,26.23832,0.02060591,12.61,26.33,0.0
2024-07-04 00:03:00,1250357,1,1.552,2.847,0.0,0.528,25.65,25.69,25.61,0.02,67.12,67.22,66.95,0.061,-2.522008,-2.494508,-2.559392,0.01720969,-2.544465,-2.516162,-2.57565,0.01628463,0.0,0.0,0.0,0.0,-0.06771365,-0.004265097,-0.1219391,0.03329808,0.02710686,0.04835555,0.001871001,0.01279338,0.02684679,0.04780207,0.00186925,0.01264517,NAN,-INF,-INF,NAN,0.0001287061,0.0001296869,0.0001279036,4.076884e-07,26.2378,26.28377,26.18452,0.02688316,12.61,26.32,0.0
2024-07-04 00:04:00,1250358,1,1.66,2.847,1.247,0.426,25.63,25.66,25.61,0.013,67.07,67.14,67.02,0.032,-2.594123,-2.554219,-2.632551,0.02290097,-2.588872,-2.565367,-2.611861,0.009328442,0.0,0.0,0.0,0.0,0.02664286,0.112492,-0.03369161,0.04981484,-0.009457669,0.01308953,-0.04283938,0.01876621,-0.009604955,0.01302822,-0.04344867,0.01894563,NAN,INF,-INF,NAN,0.0001287273,0.0001296869,0.0001279036,4.221359e-07,26.21387,26.27332,26.16779,0.01986139,12.61,26.31,0.0
2024-07-04 00:05:00,1250359,1,1.98,2.847,1.247,0.336,25.66,25.69,25.62,0.014,67.05,67.16,66.95,0.063,-2.606997,-2.591993,-2.621226,0.006668675,-2.571248,-2.539481,-2.590508,0.01432561,0.0,0.0,0.0,0.0,0.1005831,0.1759939,0.02608906,0.04776433,-0.03820259,-0.01002231,-0.06769475,0.0181248,-0.03879597,-0.0100889,-0.06883717,0.01852898,NAN,INF,INF,NAN,0.0001282178,0.0001294322,0.0001273941,3.817619e-07,26.21979,26.25608,26.16572,0.01768719,12.6,26.29,0.0
2024-07-04 00:06:00,1250360,1,2.194,3.647,1.247,0.556,25.69,25.73,25.65,0.016,66.9,67.09,66.76,0.075,-2.580932,-2.549788,-2.604099,0.01494875,-2.504989,-2.459592,-2.551643,0.02403426,0.0,0.0,0.0,0.0,0.2863642,0.3609416,0.1504565,0.06287964,-0.1098241,-0.05799076,-0.1397767,0.02520492,-0.1132754,-0.05904063,-0.1446504,0.02646215,NAN,INF,INF,NAN,0.0001282305,0.0001291774,0.0001273941,3.575469e-07,26.2543,26.30101,26.20124,0.02357807,12.6,26.28,0.0
2024-07-04 00:07:00,1250361,1,1.594,2.047,1.247,0.396,25.73,25.76,25.68,0.018,66.78,66.87,66.71,0.036,-2.512581,-2.46444,-2.556264,0.02710079,-2.425159,-2.393694,-2.465643,0.02009099,0.0,0.0,0.0,0.0,0.3423661,0.3862176,0.2806699,0.02880713,-0.136431,-0.1138592,-0.1521986,0.009963692,-0.1413932,-0.1171977,-0.1583609,0.01074051,NAN,INF,INF,NAN,0.0001280395,0.0001289226,0.0001273941,3.932055e-07,26.27523,26.31721,26.23728,0.01721267,12.61,26.27,0.0
2024-07-04 00:08:00,1250362,1,1.432,2.047,0.0,0.446,25.73,25.76,25.7,0.013,66.74,66.84,66.67,0.038,-2.455026,-2.439955,-2.470162,0.007123717,-2.398429,-2.378324,-2.412129,0.006103376,0.0,0.0,0.0,0.0,0.3303176,0.3658199,0.2773085,0.02444324,-0.1342572,-0.1124551,-0.1490307,0.01035679,-0.1374287,-0.115313,-0.1525788,0.01045786,NAN,INF,INF,NAN,0.0001282857,0.0001289226,0.0001276488,3.305338e-07,26.25293,26.30049,26.21116,0.02026113,12.61,26.26,0.0
2024-07-04 00:09:00,1250363,1,1.195,2.047,0.0,0.503,25.73,25.78,25.68,0.021,66.94,67.22,66.69,0.153,-2.438702,-2.422391,-2.455451,0.006765982,-2.417356,-2.390557,-2.456127,0.01732616,0.0,0.0,0.0,0.0,0.2136519,0.3345968,0.138357,0.06197942,-0.08886553,-0.05799247,-0.136642,0.02560631,-0.08991405,-0.05776092,-0.139534,0.02664155,NAN,INF,INF,NAN,0.0001280394,0.0001286679,0.0001271393,4.067268e-07,26.20951,26.25608,26.15632,0.02536746,12.6,26.24,0.0
